공고번호,시도,자치구,시군구,법정동,대표단지명,세대수,상태,입주예정월,출처
2025000632,경기도,,용인처인구,역북동,용인 푸르지오 클루센트,784,입주예정,2028-12,청약홈 분양정보 오픈API
2025000629,부산광역시,,부산동래구,안락동,동래 푸르지오 에듀포레,474,입주예정,2030-03,청약홈 분양정보 오픈API
2025000625,세종,,세종시,합강동,행정중심복합도시 5-1L1블록 공공분양주택,643,입주예정,2028-08,청약홈 분양정보 오픈API
2025000622,경기도,,용인수지구,풍덕천동,수지자이 에디시온,480,입주예정,2029-02,청약홈 분양정보 오픈API
2025000619,경상북도,,안동시,송현동,안동리첼스카이파크,264,입주예정,2029-01,청약홈 분양정보 오픈API
2025000616,대전광역시,,대전서구,탄방동,둔산 자이 아이파크(보류지),18,입주예정,2026-01,청약홈 분양정보 오픈API
2025000610,울산광역시,,울산중구,반구동,태화강 센트럴 아이파크,704,입주예정,2028-08,청약홈 분양정보 오픈API
2025000606,울산광역시,,울산남구,야음동,힐스테이트 선암호수공원 2단지,193,입주예정,2028-02,청약홈 분양정보 오픈API
2025000605,울산광역시,,울산남구,야음동,힐스테이트 선암호수공원 1단지,438,입주예정,2028-02,청약홈 분양정보 오픈API
2025000602,인천광역시,,인천중구,중산동,"인천영종국제도시 디에트르 라 메르Ⅰ(RC4-1,2BL)(본청약)",903,입주예정,2029-10,청약홈 분양정보 오픈API
2025000615,대전광역시,,대전서구,탄방동,둔산 자이 아이파크,12,입주예정,2026-01,청약홈 분양정보 오픈API
2025000581,경기도,,이천시,B3블록(중리동,이천 중리지구 B3블록 금성백조 예미지,1009,입주예정,2026-11,청약홈 분양정보 오픈API
2025000552,부산광역시,,부산남구,대연동,한화포레나 부산대연,104,입주예정,2026-05,청약홈 분양정보 오픈API
2025000524,경기도,,용인처인구,양지면,용인 푸르지오 원클러스터파크,710,입주예정,2028-12,청약홈 분양정보 오픈API
2025000566,서울특별시,강남구,,역삼동,역삼센트럴자이,87,입주예정,2028-08,청약홈 분양정보 오픈API
2025000582,인천광역시,,인천연수구,송도동,송도 한내들 센트럴리버,501,입주예정,2029-03,청약홈 분양정보 오픈API
2025820016,경기도,,군포시,둔대동,군포대야미 A2블록 신혼희망타운(공공분양)(본청약),1003,입주예정,2029-08,청약홈 분양정보 오픈API
2025000601,경상남도,,창원성산구,신월동,창원 센트럴 아이파크,36,입주예정,2026-09,청약홈 분양정보 오픈API
2025000591,경기도,,시흥시,,시흥거모 엘가 로제비앙,480,입주예정,2029-01,청약홈 분양정보 오픈API
2025000587,충청남도,,홍성군,홍북읍,e편한세상 내포 에듀플라츠(민영주택),122,입주예정,2028-08,청약홈 분양정보 오픈API
2025000586,충청남도,,홍성군,홍북읍,e편한세상 내포 에듀플라츠(공공주택),605,입주예정,2028-08,청약홈 분양정보 오픈API
2025000554,경기도,,수원권선구,당수동,서수원 에피트 센트럴마크(M1BL),190,입주예정,2028-09,청약홈 분양정보 오픈API
2025000553,경기도,,수원권선구,당수동,서수원 에피트 센트럴마크(M2BL),280,입주예정,2028-09,청약홈 분양정보 오픈API
2025000545,경기도,,이천시,증포동,이천 증포5지구 칸타빌 에듀파크,355,입주예정,2028-10,청약홈 분양정보 오픈API
2025820017,경기도,,남양주시,퇴계원읍,남양주왕숙 A-24블록 신혼희망타운(공공분양)(본청약),390,입주예정,2028-12,청약홈 분양정보 오픈API
2025000604,경기도,,남양주시,퇴계원읍,남양주왕숙지구 B-17블록 공공분양주택(본청약),491,입주예정,2028-12,청약홈 분양정보 오픈API
2025000592,제주특별자치도,,제주시,연동,이안 연동스퀘어,96,입주예정,2028-04,청약홈 분양정보 오픈API
2025000585,인천,,서구,원당동,인천 검단신도시 AB13블록 호반써밋Ⅲ(본청약),492,입주예정,2026-12,청약홈 분양정보 오픈API
2025000583,제주특별자치도,,제주시,도련일동,영도갤럭시타운 도련2차,113,입주예정,2025-12,청약홈 분양정보 오픈API
2025000567,경기도,,부천오정구,여월동,여월 중앙하이츠 아르비채,37,입주예정,2026-10,청약홈 분양정보 오픈API
2025000596,충청북도,,청주상당구,지북동,청주지북지구 B1블록 공공분양주택,757,입주예정,2028-03,청약홈 분양정보 오픈API
2025000590,전라남도,,나주시,이창동,나주영산 윤슬의아침 더정원,140,입주예정,2027-05,청약홈 분양정보 오픈API
2025000580,울산광역시,,울산남구,야음동,울산 호수공원 에일린의 뜰 2단지,210,입주예정,2028-09,청약홈 분양정보 오픈API
2025000579,울산광역시,,울산남구,야음동,울산 호수공원 에일린의 뜰 1단지,310,입주예정,2028-05,청약홈 분양정보 오픈API
2025000575,충청남도,,천안시,청당동,두산위브더제니스 센트럴 천안,1202,입주예정,2029-01,청약홈 분양정보 오픈API
2025000573,경기도,,김포시,북변동,김포북변 칸타빌 디 에디션,612,입주예정,2029-12,청약홈 분양정보 오픈API
2025000564,경기도,,화성시,남양읍,화성 남양뉴타운 우미 린 에듀하이,556,입주예정,2028-07,청약홈 분양정보 오픈API
2025000563,세종특별자치시,,세종시,합강동,엘리프 세종 스마트시티,424,입주예정,2028-02,청약홈 분양정보 오픈API
2025000560,인천광역시,,인천미추홀구,학익동,시티오씨엘 8단지,1349,입주예정,2029-07,청약홈 분양정보 오픈API
2025000549,경기도,,의왕시,고천동,의왕시청역 SK VIEW IPARK,958,입주예정,2030-01,청약홈 분양정보 오픈API
2025000423,경기도,,안양만안구,안양동,안양자이 헤리티온,639,입주예정,2029-09,청약홈 분양정보 오픈API
2025000565,전북특별자치도,,순창군,순창읍,대상 웰라움 순창,264,입주예정,2027-11,청약홈 분양정보 오픈API
2025000558,충청남도,,천안동남구,(용곡동,천안 용곡 두산위브,48,입주예정,2025-12,청약홈 분양정보 오픈API
2025000550,경기도,,부천오정구,원종동,엘리프 원종,98,입주예정,2028-01,청약홈 분양정보 오픈API
2025000547,경기도,,시흥시,거모동,시흥거모지구 대방 엘리움 더 루체Ⅱ(B-2BL),270,입주예정,2028-08,청약홈 분양정보 오픈API
2025000546,경기도,,시흥시,거모동,시흥거모지구 대방 엘리움 더 루체Ⅰ(S-2BL),382,입주예정,2028-08,청약홈 분양정보 오픈API
2025000542,울산광역시,,울산울주군,범서읍,울산 다운2지구 유승한내들 에듀포레,507,입주예정,2028-09,청약홈 분양정보 오픈API
2025000537,경기도,,성남수정구,복정동,성남복정1지구 B1블록 복정역 에피트,315,입주예정,2028-04,청약홈 분양정보 오픈API
2025000532,전북특별자치도,,전주덕진구,,송천 아르티엠 더 숲,244,입주예정,2028-06,청약홈 분양정보 오픈API
2025000526,경상남도,,김해시,,김해율하 더스카이시티 제니스앤프라우(조합원취소분),27,입주예정,2025-12,청약홈 분양정보 오픈API
2025000420,경상남도,,창원성산구,신촌동,성산 더리브 포레스트,143,입주예정,2027-12,청약홈 분양정보 오픈API
2025000530,경기도,,남양주시,,남양주 별내리슈빌아파트 분양전환 후 잔여세대,34,입주예정,2026-01,청약홈 분양정보 오픈API
2025000315,경상북도,,울진군,후포면,마린시티,30,입주예정,2025-12,청약홈 분양정보 오픈API
2025000556,경기도,,광명시,광명4동,힐스테이트 광명 11,652,입주예정,2029-06,청약홈 분양정보 오픈API
2025000555,경기도,,김포시,B2BL(사우동,풍무역세권 수자인 그라센트 1차,1071,입주예정,2029-01,청약홈 분양정보 오픈API
2025000515,울산광역시,,울산남구,신정동,문수로 코아루 에듀스카이,123,입주예정,2029-01,청약홈 분양정보 오픈API
2025000469,경기도,,양평군,양평읍,효성해링턴 플레이스 양평,455,입주예정,2028-04,청약홈 분양정보 오픈API
2025000464,경상남도,,김해시,안동,김해 안동 에피트,765,입주예정,2029-04,청약홈 분양정보 오픈API
2025000548,부산광역시,,부산강서구,화전동,명지화전 우방아이유쉘 우선분양전환 후 잔여세대(2차),658,입주예정,2025-12,청약홈 분양정보 오픈API
2025000551,부산광역시,,부산동래구,온천동,동래 에코팰리스 아시아드 리안,291,입주예정,2030-01,청약홈 분양정보 오픈API
2025000535,대구광역시,,대구달서구,두류동,두류센트레빌 더 파크(조합원 취소분)(2회차),1,입주예정,2026-01,청약홈 분양정보 오픈API
2025000527,서울특별시,서초구,,반포동,반포 래미안 트리니원,506,입주예정,2026-08,청약홈 분양정보 오픈API
2025000519,부산광역시,,부산동래구,온천동,해링턴플레이스 명륜역,242,입주예정,2029-01,청약홈 분양정보 오픈API
2025000501,경기도,,성남분당구,정자동,더샵 분당티에르원,102,입주예정,2027-10,청약홈 분양정보 오픈API
2025000307,경기도,,수원권선구,,엘리프 한신더휴 수원 D3블록(본청약),640,입주예정,2028-04,청약홈 분양정보 오픈API
2025000295,경기도,,수원권선구,,엘리프 한신더휴 수원 C3블록(본청약),440,입주예정,2027-12,청약홈 분양정보 오픈API
2025000541,대전광역시,,대전유성구,도룡동,도룡자이 라피크,299,입주예정,2028-12,청약홈 분양정보 오픈API
2025000529,경기도,,평택시,장안동,브레인시티 비스타동원,1600,입주예정,2028-12,청약홈 분양정보 오픈API
2025000506,경기도,,부천소사구,,엠타워 디루체,32,입주예정,2025-12,청약홈 분양정보 오픈API
2025000457,전라남도,,여수시,학동,효성해링턴 플레이스 여수,278,입주예정,2029-08,청약홈 분양정보 오픈API
2025000514,경기도,,김포시,사우동,풍무역 푸르지오 더 마크,1524,입주예정,2028-11,청약홈 분양정보 오픈API
2025000512,경상북도,,영주시,휴천동,효성해링턴 플레이스 영주 더리버,445,입주예정,2028-09,청약홈 분양정보 오픈API
2025000487,경기,,파주시,서패동,운정 아이파크 시티,3250,입주예정,2028-12,청약홈 분양정보 오픈API
2025000486,경상북도,,김천시,율곡동,김천혁신도시 동일하이빌 파크레인,349,입주예정,2028-10,청약홈 분양정보 오픈API
2025000472,경기도,,안양만안구,석수동,만안역 중앙하이츠 포레,47,입주예정,2028-01,청약홈 분양정보 오픈API
2025000425,인천광역시,,인천미추홀구,용현동,인하대역 수자인 로이센트,959,입주예정,2029-04,청약홈 분양정보 오픈API
2025000507,경상남도,,김해시,진례면,김해진례 C-1블록 공공분양주택,387,입주예정,2028-03,청약홈 분양정보 오픈API
2025000498,충청남도,,서산시,예천동,트리븐 서산,829,입주예정,2029-01,청약홈 분양정보 오픈API
2025000508,충청북도,,제천시,신백동,제천 신백 선광로즈웰아파트 우선 분양전환 후 잔여세대,182,입주예정,2025-11,청약홈 분양정보 오픈API
2025000500,전북특별자치도,,완주군,이서면,전주·완주 혁신도시 에코르 2단지 공가세대 일반공급,27,입주예정,2025-12,청약홈 분양정보 오픈API
2025000513,대전광역시,,대전동구,대동,대전대동2 1블록 공공분양주택,881,입주예정,2029-02,청약홈 분양정보 오픈API
2025000509,충청남도,,천안서북구,부대동,천안 휴먼빌 퍼스트시티,1232,입주예정,2029-05,청약홈 분양정보 오픈API
2025000499,경기,,김포시,사우동,김포 풍무역세권 B5블록 호반써밋,956,입주예정,2028-10,청약홈 분양정보 오픈API
2025000468,전라남도,,무안군,일로읍,오룡2지구 지엔하임 38블록,422,입주예정,2028-12,청약홈 분양정보 오픈API
2025000467,전라남도,,무안군,일로읍,오룡2지구 지엔하임 37블록,371,입주예정,2028-12,청약홈 분양정보 오픈API
2025000466,충청북도,,청주흥덕구,신봉동,두산위브더제니스 청주 센트럴파크,705,입주예정,2029-02,청약홈 분양정보 오픈API
2025000443,경상북도,,구미시,광평동,두산위브더제니스 구미,403,입주예정,2029-05,청약홈 분양정보 오픈API
2025000462,부산광역시,,부산사상구,감전동,더파크 비스타동원,852,입주예정,2029-01,청약홈 분양정보 오픈API
2025000449,경기도,,양주시,,회천중앙역 파라곤,845,입주예정,2028-02,청약홈 분양정보 오픈API
2025000438,광주광역시,,광주광산구,,송정공원역 대라수 우선 분양전환 후 잔여세대,37,입주예정,2025-11,청약홈 분양정보 오픈API
2025000430,서울특별시,동작구,,사당동,힐스테이트 이수역센트럴,170,입주예정,2028-04,청약홈 분양정보 오픈API
2025000474,울산광역시,,울산울주군,범서읍,울산태화강변지구 A-2블록 공공분양주택,277,입주예정,2027-11,청약홈 분양정보 오픈API
2025000470,경기도,,남양주시,진접읍,남양주진접2지구 A-7블록 공공분양주택 입주자모집(본청약),405,입주예정,2028-09,청약홈 분양정보 오픈API
2025000445,충청북도,,청주흥덕구,,청주 롯데캐슬 시그니처,459,입주예정,2029-03,청약홈 분양정보 오픈API
2025000412,경기도,,고양일산동구,식사동,식사 푸르지오 파크센트,36,입주예정,2028-06,청약홈 분양정보 오픈API
